timestamp,contents,user follower count,polarity,subjectivity
2020-03-17T23:04:47Z,"b'RT @AFPespanol: Wall Street termina en fuerte alza: Dow Jones +5,17%, Nasdaq +6,23% #AFP'",338,0,0
2020-03-17T23:04:41Z,b'RT @Aswath_Silber: Las bolsas NO cerraron ni durante la segunda guerra mundial. Como para cerrar ahora...\n\nEsto hicieron el DOW Jones y el...',216,0,0
2020-03-17T23:04:38Z,"b'Pushing it, but Dow Jones is the name of the vaccine.'",50,0,0
2020-03-17T23:03:48Z,b'@sgabby851 @afpfr Le Dow Jones?! ',9305,0,0
2020-03-17T23:03:39Z,"b""RT @amy4sanity: @kim_vics_net_uk Let's see today. Dow Jones is up 5.20% when SSE in China is down -0.34%\n\nSo when someone is just typing nu...""",454,-0.155555556,0.288888889
2020-03-17T23:03:36Z,"b'RT @NicolasLussich: BOLSAS SUBEN por anuncios en EEUU:\n- @federalreserve comprara deuda comercial de empresas de alta calificacion, para da...'",1250,0,0
2020-03-17T23:03:17Z,"b'RT @MontyBoa99: @BernardKerik @realDonaldTrump 10 Largest Drops in the Dow Jones Market Index:\n\n1. 2,353 03/12/20\n2. 2,014 03/09/20\n3. 1,46...'",107,0,0
2020-03-17T23:02:59Z,"b'RT @TravisAllen02: Largest Dow Jones Drops in American History:\n\n1) Trump: 2,997 3/16/20\n2) Trump: 2,013 3/9/20\n3) Trump: 1,464 3/11/20...'",542,0,0
2020-03-17T23:02:38Z,b'RT @TanerGenek: Olum gerceklesti diye yarn goctuk diyenler var \n\nTurkiye sureci iyi yonetiyor \n\nSu anda tek takip ettigimiz sey yurtds p...',25,0,0
2020-03-17T23:02:17Z,b'To anyone who bought a shit ton of Dow Jones on Monday and sold today... fuck you. Hahahaha\n\nImagine some rich pers... https://t.co/oamUDI82ra',62,-0.00625,0.6625
2020-03-17T23:02:05Z,"b""@kim_vics_net_uk Let's see today. Dow Jones is up 5.20% when SSE in China is down -0.34%\n\nSo when someone is just t... https://t.co/lam1Gw43LX""",2747,-0.155555556,0.288888889
2020-03-17T23:02:00Z,"b'RT @TravisAllen02: Largest Dow Jones Drops in American History:\n\n1) Trump: 2,997 3/16/20\n2) Trump: 2,013 3/9/20\n3) Trump: 1,464 3/11/20...'",914,0,0
2020-03-17T23:01:56Z,"b'RT @Roshan_Rinaldi: When the Wall Street Crash of 1929 occurred, Dow Jones fell by 12.82%. \n\nToday it closed down 12.94%. https://t.co/XR9T...'",1030,-0.127777778,0.194444444
2020-03-17T23:01:30Z,b'@noga4811 @RogerLHaviland @r0xie_f0x @SlimJimJohn1 @Vickie627 @boodacat2020 @HJowaski @Black_is_back5 @chrisg409ubc... https://t.co/EpyFUDNtHs',485,0,0
2020-03-17T23:00:03Z,"b""If you like to keep score, here's the change in the Dow Jones Industrial Average from Inauguration Day to Mar 17 of... https://t.co/phiCnI9NYH""",3,-0.15,0.4
2020-03-17T22:59:55Z,b'RT @LesStonehouse: No fucking way .. The Dow jones has just killed itself overnight .. Smashed!',371,0.025,0.4
2020-03-17T22:59:53Z,b'RT @a_raefipour1:        1987   . \n\n   Dow Jones    .\n\n    ...',368,0,0
2020-03-17T22:59:40Z,"b'RT @Strandjunker: Top 8 Largest Dow Jones Drops in American History.\n\n1. Trump, 3/9/20\n-2,014\n\n2. Trump, 2/27/20\n-1,191\n\n3. Trump, 2/5/18\n-...'",73,0.25,0.25
2020-03-17T22:58:15Z,b'The Dow Jones Industrial Average closed at up 1049 points.',7,-0.125,0.25
2020-03-17T22:58:13Z,"b""RT @NumbersMuncher: Trump signing the Dow Jones chart last Friday might've been one of the dumbest and tone deaf things he could do.\n\nBut h...""",4370,0,0.066666667
2020-03-17T22:57:59Z,"b""Trump promises to further juice the economy with $1 trillion. It's like playing black and hitting red. Market Summa... https://t.co/v7sx3NZoZq""",1080,-0.055555556,0.311111111
2020-03-17T22:56:40Z,"b""RT @NumbersMuncher: Trump signing the Dow Jones chart last Friday might've been one of the dumbest and tone deaf things he could do.\n\nBut h...""",1897,0,0.066666667
2020-03-17T22:56:35Z,b'RT @a_raefipour1:        1987   . \n\n   Dow Jones    .\n\n    ...',1637,0,0
2020-03-17T22:56:32Z,b'RT @ConElMazoDando: Se desplomo! Dow Jones principal indice bursatil de EE UU registra su peor caida https://t.co/UMhA4Umqch  #EnLasCalles...',403,0,0
2020-03-17T22:56:09Z,"b'RT @SergioSarmiento: Las bolsas estadounidenses se desploman, el Dow Jones 12.9%. El peso al mayoreo esta en 22.8785 por dolar. En petroleo...'",582,0,0
2020-03-17T22:56:02Z,"b'@GOP @realDonaldTrump Donald Trump lacks leadership! Yeah! Thats good Dow Jones is up +1,049 cant fool me the Fed... https://t.co/45qiIqYEuV'",225,0.7,0.6
2020-03-17T22:55:51Z,b'Onlyfans is the new Dow Jones',462,0.136363636,0.454545455
2020-03-17T22:55:12Z,"b'RT @WrightScribe: Trump tweeted this out eight days ago. The US now has 100 deaths from COVID-19 and over 5,800 confirmed cases. The Greate...'",1870,0.4,1
2020-03-17T22:55:04Z,b'Pelosi #TrumpsGuilty #Coronavirus #COVID_19 #CoronaOutbreak #PressConference #TrumpVirus #TrumpLiesAboutCoronavirus... https://t.co/MiIPY09Lr7',2096,0,0
2020-03-17T22:54:51Z,b'RT @ConElMazoDando: Se desplomo! Dow Jones principal indice bursatil de EE UU registra su peor caida https://t.co/UMhA4Umqch  #EnLasCalles...',159,0,0
2020-03-17T22:53:58Z,"b'RT @dicesmx: #YqueLeDigo El anuncio de apoyos por parte del Gobierno, la Reserva y el Tesoro de EU, convirtio una caida en GANANCIA: Dow J...'",245,0,0
2020-03-17T22:53:36Z,"b""RT @TranslateRealDT: Let's recap...\n\n- Dow Jones on January 19, 2017: \n19,804.72\n\n- Dow Jones on March 16, 2020: \n20,188.52\n\n...and thats...""",847,0,0
2020-03-17T22:53:32Z,"b'Aussie dollar falls below US60c, Dow rebounds from worst day since 1987 https://t.co/KwwqVFASIJ https://t.co/Mhz9mxgdZt'",13,-1,1
2020-03-17T22:53:17Z,"b'@CharlesPPierce and furthermore.. what is up with *rump spewing that more money is gonna be given out..(lying, agai... https://t.co/aL7d7xmsC6'",289,0.5,0.5
2020-03-17T22:52:56Z,"b'(Bar patrons laugh)\nBarney: Then you probably shouldnt be serving drinks!\nMoe: What, what is i- oh. Rona Virus.. w... https://t.co/7obkmiMnwb'",448,0.375,0.1
2020-03-17T22:52:54Z,"b""@Sparrowmemos @servalnotfound The market being, let's say, a typical index of stocks like the S&amp;P 500 (which is a b... https://t.co/GT2TLbojfK""",332,-0.166666667,0.5
2020-03-17T22:52:26Z,b'@realDonaldTrump Under your watch largest drop in the Dow Jones in U.S.History. You may become the very first Presi... https://t.co/kl7WL7cC3h',12,0.325,0.433333333
2020-03-17T22:52:23Z,"b'RT @JonErlichman: 5 biggest one-day percentage drops in Dow Jones history:\n\n1) Oct 19, 1987:  -22.61%\n\n2) Today:             -12.93%\n\n3) Oc...'",17,0,0
2020-03-17T22:52:05Z,b'RT @RTultimahora: ULTIMA HORA\n\n!! El indice Dow Jones cae por debajo de los 20.000 puntos https://t.co/yoT7BKTnSd https://t.co/5WJjWzHA2I',32375,0,0
2020-03-17T22:51:54Z,"b""RT @askidaanaliz: *ABD'DE NASDAQ ENDEKSI 430,19 PUAN YUKSELDI (6,23%)\n*ABD'DE S&amp;P 500 ENDEKSI 143,06 PUAN YUKSELDI (6,00%)\n*ABD'DE DOW JONE...""",95,0,0
2020-03-17T22:51:25Z,b'RT @ConElMazoDando: Se desplomo! Dow Jones principal indice bursatil de EE UU registra su peor caida https://t.co/UMhA4Umqch  #EnLasCalles...',31,0,0
2020-03-17T22:50:58Z,"b""RT @NumbersMuncher: Trump signing the Dow Jones chart last Friday might've been one of the dumbest and tone deaf things he could do.\n\nBut h...""",9422,0,0.066666667
2020-03-17T22:50:37Z,"b'RT @Dowbuys: I just noticed the Dow Jones Industrial Average has gained 37 points over the last 3 days. It sure doesnt feel like it, does...'",1688,0.116666667,0.451851852
2020-03-17T22:50:11Z,"b'I just noticed the Dow Jones Industrial Average has gained 37 points over the last 3 days. It sure doesnt feel like it, does it?'",2161,0.116666667,0.451851852
2020-03-17T22:50:08Z,b'RT @PPDNews: Dow Jones Roars Higher After Worst Point Drop in History https://t.co/7LTiZbN8l9',5554,-0.375,0.75
2020-03-17T22:50:07Z,"b'RT @dicesmx: #YqueLeDigo El anuncio de apoyos por parte del Gobierno, la Reserva y el Tesoro de EU, convirtio una caida en GANANCIA: Dow J...'",48,0,0
2020-03-17T22:50:00Z,"b'RT @WrightScribe: Trump tweeted this out eight days ago. The US now has 100 deaths from COVID-19 and over 5,800 confirmed cases. The Greate...'",1588,0.4,1
2020-03-17T22:49:58Z,b'RT @AntoineZaccaria: Similitudes Dow Jones / mars 2020 https://t.co/J22Jqe4SZv',7,0,0
2020-03-17T22:49:36Z,b'RT @ConElMazoDando: Se desplomo! Dow Jones principal indice bursatil de EE UU registra su peor caida https://t.co/UMhA4Umqch  #EnLasCalles...',314,0,0
2020-03-17T22:49:31Z,b'RT @TomoMachi:  https://t.co/e...',188,0,0
2020-03-17T22:49:12Z,b'RT @squagliozzi: Le Dow Jones passe sous les 20000 points! https://t.co/6sFLdA3Ncl',16,0,0
2020-03-17T22:48:46Z,b'RT @TanerGenek: Olum gerceklesti diye yarn goctuk diyenler var \n\nTurkiye sureci iyi yonetiyor \n\nSu anda tek takip ettigimiz sey yurtds p...',647,0,0
2020-03-17T22:48:32Z,"b' 5,2%   Dow Jones     https://t.co/n6etyQGuSQ https://t.co/T9xC4pwkay'",42,0,0
2020-03-17T22:48:27Z,b'Dow Jones Futures Fall After New Rally Attempt In Coronavirus Stock Market Correction; Key Stocks To Watch Are Amaz... https://t.co/F6Z8TEMfYD',38,0.068181818,0.727272727
2020-03-17T22:47:18Z,b'RT @GianZografakis: https://t.co/YgyVMaRRYh:     Dow Jones https://t.co/kjS60hpyPC',414,0,0
2020-03-17T22:47:09Z,b'RT @ConElMazoDando: Se desplomo! Dow Jones principal indice bursatil de EE UU registra su peor caida https://t.co/UMhA4Umqch  #EnLasCalles...',293,0,0
2020-03-17T22:46:15Z,b'https://t.co/YgyVMaRRYh:     Dow Jones https://t.co/kjS60hpyPC',414,0,0
2020-03-17T22:45:57Z,b'#_  Dow Jones   1%     5%   https://t.co/hGHrcM1cgq',1310,0,0
2020-03-17T22:44:56Z,"b'RT @WrightScribe: Trump tweeted this out eight days ago. The US now has 100 deaths from COVID-19 and over 5,800 confirmed cases. The Greate...'",509,0.4,1
2020-03-17T22:44:48Z,"b""RT @InfosFrancaises: KRACH BOURSIER : Bouffee d'oxygene pour les Bourses aujourdhui. Le Dow Jones termine en hausse de 5,20%. Les nouvelle...""",528,0,0
2020-03-17T22:44:45Z,"b'RT @business: Softbank has told WeWork it may not buy $3 billion in shares from existing investors that is part of its planned bailout, Dow...'",7980,0,0
2020-03-17T22:44:14Z,b'RT @ConElMazoDando: Se desplomo! Dow Jones principal indice bursatil de EE UU registra su peor caida https://t.co/UMhA4Umqch  #EnLasCalles...',100,0,0
2020-03-17T22:44:10Z,b'RT @ConElMazoDando: Se desplomo! Dow Jones principal indice bursatil de EE UU registra su peor caida https://t.co/UMhA4Umqch  #EnLasCalles...',101,0,0
2020-03-17T22:44:01Z,b'RT @TomoMachi:  https://t.co/e...',100,0,0
2020-03-17T22:43:54Z,"b'Trump tweeted this out eight days ago. The US now has 100 deaths from COVID-19 and over 5,800 confirmed cases. The... https://t.co/Sj7W99zxfS'",2217,0.4,1
2020-03-17T22:43:51Z,b'RT @ConElMazoDando: Se desplomo! Dow Jones principal indice bursatil de EE UU registra su peor caida https://t.co/UMhA4Umqch  #EnLasCalles...',52,0,0
2020-03-17T22:43:46Z,b'He urged us to buy on the dips several thousand Dow Jones points ago. https://t.co/G7OBG2ZqIB',4267,0,0
2020-03-17T22:43:29Z,b'RT @CNBCArabia: #_  Dow Jones   1%     5%   https://t.co/3XhYhAQ4wL',45,0,0
2020-03-17T22:43:29Z,"b'RT @gghocket: US stock market gains after 3 years, 1 month, and 27 days in office  (1,153 days)\n\nS&amp;P 500\nObama +65.2%\nTrump +11.7%\n\nDOW JON...'",3324,0,0
2020-03-17T22:43:10Z,"b'@varyarpol The four biggest U.S. carriers  Delta, American, Southwest and United  have collectively spent about $... https://t.co/6ov0WaqUpJ'",55,-0.05,0.05
2020-03-17T22:42:59Z,"b'RT @business: Softbank has told WeWork it may not buy $3 billion in shares from existing investors that is part of its planned bailout, Dow...'",5,0,0
2020-03-17T22:42:47Z,b'RT @ConElMazoDando: Se desplomo! Dow Jones principal indice bursatil de EE UU registra su peor caida https://t.co/UMhA4Umqch  #EnLasCalles...',2353,0,0
2020-03-17T22:42:19Z,b'RT @ConElMazoDando: Se desplomo! Dow Jones principal indice bursatil de EE UU registra su peor caida https://t.co/UMhA4Umqch  #EnLasCalles...',173,0,0
2020-03-17T22:42:16Z,"b'RT @Roshan_Rinaldi: When the Wall Street Crash of 1929 occurred, Dow Jones fell by 12.82%. \n\nToday it closed down 12.94%. https://t.co/XR9T...'",153,-0.127777778,0.194444444
2020-03-17T22:42:14Z,b'RT @CNBCArabia: #_  Dow Jones   1%     5%   https://t.co/3XhYhAQ4wL',380,0,0
2020-03-17T22:41:52Z,b'RT @ConElMazoDando: Se desplomo! Dow Jones principal indice bursatil de EE UU registra su peor caida https://t.co/UMhA4Umqch  #EnLasCalles...',527,0,0
2020-03-17T22:41:30Z,b'RT @ConElMazoDando: Se desplomo! Dow Jones principal indice bursatil de EE UU registra su peor caida https://t.co/UMhA4Umqch  #EnLasCalles...',79,0,0
2020-03-17T22:41:06Z,"b'RT @business: Softbank has told WeWork it may not buy $3 billion in shares from existing investors that is part of its planned bailout, Dow...'",33,0,0
2020-03-17T22:41:01Z,"b'RT @NicolasLussich: BOLSAS SUBEN por anuncios en EEUU:\n- @federalreserve comprara deuda comercial de empresas de alta calificacion, para da...'",531,0,0
2020-03-17T22:40:54Z,b'Similitudes Dow Jones / mars 2020 https://t.co/J22Jqe4SZv',7,0,0
2020-03-17T22:40:46Z,b'RT @ConElMazoDando: Se desplomo! Dow Jones principal indice bursatil de EE UU registra su peor caida https://t.co/UMhA4Umqch  #EnLasCalles...',321,0,0
2020-03-17T22:40:10Z,b'RT @ConElMazoDando: Se desplomo! Dow Jones principal indice bursatil de EE UU registra su peor caida https://t.co/UMhA4Umqch  #EnLasCalles...',1,0,0
2020-03-17T22:40:08Z,b'RT @ConElMazoDando: Se desplomo! Dow Jones principal indice bursatil de EE UU registra su peor caida https://t.co/UMhA4Umqch  #EnLasCalles...',80,0,0
2020-03-17T22:40:06Z,b'RT @ConElMazoDando: Se desplomo! Dow Jones principal indice bursatil de EE UU registra su peor caida https://t.co/UMhA4Umqch  #EnLasCalles...',4249,0,0
2020-03-17T22:40:03Z,b'@Juni0rLancaster Thats most of the Dow Jones &amp; NASDAQ for the last three years! https://t.co/G2gXvH4ANc',2236,0.25,0.283333333
2020-03-17T22:40:00Z,"b'RT @Schuldensuehner: Dow Jones rebounds more &gt;1,000 points as Trump seeks $1tn in stimulus for coronavirus fight. https://t.co/rIpBfs48js h...'",8637,0.5,0.5
2020-03-17T22:39:48Z,b'RT @ConElMazoDando: Se desplomo! Dow Jones principal indice bursatil de EE UU registra su peor caida https://t.co/UMhA4Umqch  #EnLasCalles...',456,0,0
2020-03-17T22:39:39Z,"b'RT @TravisAllen02: Largest Dow Jones Drops in American History:\n\n1) Trump: 2,997 3/16/20\n2) Trump: 2,013 3/9/20\n3) Trump: 1,464 3/11/20...'",190,0,0
2020-03-17T22:39:26Z,"b""RT @QTRResearch: 3 years of gains wiped out on the Dow Jones in 3 weeks\n\nIf you've been a dip buyer or an analyst on CNBC advocating buying...""",16,0.5,1
2020-03-17T22:39:13Z,b'@kurteichenwald I said the number of US covid cases would be higher than the Dow Jones index by the end of March an... https://t.co/ZY2jyLRQRQ',543,0.25,0.5
2020-03-17T22:39:03Z,b'Se desplomo! Dow Jones principal indice bursatil de EE UU registra su peor caida https://t.co/UMhA4Umqch... https://t.co/2Tnespa95v',466296,0,0
2020-03-17T22:38:05Z,b'RT @CNBCArabia: #_  Dow Jones   1%     5%   https://t.co/3XhYhAQ4wL',266,0,0
2020-03-17T22:38:02Z,"b""RT @InfosFrancaises: KRACH BOURSIER : Bouffee d'oxygene pour les Bourses aujourdhui. Le Dow Jones termine en hausse de 5,20%. Les nouvelle...""",313,0,0
2020-03-17T22:37:30Z,"b'The Dow Surged 1,049 Points Because the Fed and the Treasury Can Beat Back a Recession https://t.co/1HcJYojcBZ via @Barronsonline'",118,0,0
2020-03-17T22:37:29Z,"b'RT @Schuldensuehner: Dow Jones rebounds more &gt;1,000 points as Trump seeks $1tn in stimulus for coronavirus fight. https://t.co/rIpBfs48js h...'",1006,0.5,0.5
2020-03-17T22:37:17Z,b'RT @TomoMachi:  https://t.co/e...',34,0,0
2020-03-17T22:36:41Z,b'#Business :: Dow Jones Gains 5% Following US Announcement of Multibillion Stimulus Package to Tackle COVID-19 -... https://t.co/TnCUfSApIk',683,0,0.1
2020-03-17T22:36:38Z,"b'On @MSNBC right now, theres a mindless graphic that says U.S. CORONAVIRUS: CASES: 5,809. DOW TODAY: 5.2%. What... https://t.co/V2jN8MaNEP'",3426,0.028571429,0.611904762
2020-03-17T22:36:36Z,b'@InFNsanity @Leslie_H20 @AndrB35552598 @AngelaBelcamino @realDonaldTrump The Dow Jones Industrial Average soared mo... https://t.co/CV4DV1IT9q',116,-0.15,0.4
2020-03-17T22:36:32Z,"b'El petroleo de Texas cae un 9,5 %; Dow Jones se desploma 3.000 puntos https://t.co/udA1yMJbvY https://t.co/eW2tmQ06kx'",44345,0,0
2020-03-17T22:36:22Z,"b""RT @InfosFrancaises: KRACH BOURSIER : A Wall Street, le Dow Jones cloture a 12,94%, pire chute depuis le Black Monday d'octobre 1987. Le CA...""",363,-0.166666667,0.433333333
2020-03-17T22:36:03Z,b'Trump Administration Seeks to Send Checks to Americans as Part of Stimulus Package -- 5th ... #DowJonesIndustrial... https://t.co/klOwz6MxgB',9789,0,0
2020-03-17T22:35:59Z,b'#Coronavirus #COVID19 #Pandemic #Pandemic2020 #stockmarket #economy #USA #IRS #Taxes IRS postpones any tax payment... https://t.co/OVwRFBu1GY',6400,0,0
2020-03-17T22:35:42Z,"b'RT @markets: U.S. trading resumes with more losses for stocks, S&amp;P 500 Index drops 10%, Dow Jones Industrial Average posts biggest drop sin...'",2,0.175,0.45
2020-03-17T22:35:39Z,"b'Masih rebound sementara sepertinya. Dow Jones +5,20%, S&amp;P 500 +6,00%, NASDAQ +6,23%.\n\nSumber: @CNBC https://t.co/YN7R3V7zWL'",185,0,0
2020-03-17T22:35:06Z,b'RT @CNBCArabia: #_  Dow Jones   1%     5%   https://t.co/3XhYhAQ4wL',4250,0,0
2020-03-17T22:34:35Z,"b'RT @TravisAllen02: Largest Dow Jones Drops in American History:\n\n1) Trump: 2,997 3/16/20\n2) Trump: 2,013 3/9/20\n3) Trump: 1,464 3/11/20...'",3175,0,0
2020-03-17T22:34:00Z,b'RT @TanerGenek: Olum gerceklesti diye yarn goctuk diyenler var \n\nTurkiye sureci iyi yonetiyor \n\nSu anda tek takip ettigimiz sey yurtds p...',346,0,0
2020-03-17T22:33:37Z,b'RT @brian07101: LNPLNPLNP will try to spin this as the CoVid economy but we know they screwed the pooch long before CoVid was just the trig...',779,-0.05,0.4
2020-03-17T22:33:32Z,b'#_  Dow Jones   1%     5%   https://t.co/3XhYhAQ4wL',256205,0,0
2020-03-17T22:33:32Z,"b'Stocks recovered some ground lost on Monday, boosted by the latest words on what a federal stimulus package might l... https://t.co/KhCBkXcmcr'",2202,0.5,0.9
2020-03-17T22:33:28Z,"b'RT @dicesmx: #YqueLeDigo El anuncio de apoyos por parte del Gobierno, la Reserva y el Tesoro de EU, convirtio una caida en GANANCIA: Dow J...'",2532,0,0
2020-03-17T22:33:08Z,"b'RT @business: Softbank has told WeWork it may not buy $3 billion in shares from existing investors that is part of its planned bailout, Dow...'",1035,0,0
2020-03-17T22:32:11Z,"b""RT @memoli_john: @1911A1Compact @Colt_45_Outlaw @biker_n_bentley @mattmfm If this had happened 4-5 years ago, we'd be able to calculate the...""",8032,0.5,0.625
